AT (Original),AT (Min-Max),AT (Z-Score),V (Original),V (Min-Max),V (Z-Score),AP (Original),AP (Min-Max),AP (Z-Score),RH (Original),RH (Min-Max),RH (Z-Score),PE (Original),PE (Min-Max),PE (Z-Score)
32.29,19.32,1.70,64.96,8.52,0.84,1002.13,0.23,-1.87,42.61,0.23,-2.10,430.58,1.00,-1.39
15.60,16.95,-0.54,44.68,6.72,-0.76,1018.35,0.63,0.86,85.91,0.81,0.86,463.82,1.00,0.55
26.91,18.56,0.97,71.64,9.12,1.36,1004.59,0.29,-1.46,83.54,0.78,0.70,438.73,1.00,-0.92
23.55,18.08,0.52,73.18,9.25,1.49,1011.85,0.47,-0.24,87.97,0.84,1.00,437.88,1.00,-0.97
15.49,16.94,-0.56,54.30,7.57,-0.00,1017.59,0.61,0.73,71.26,0.61,-0.14,464.24,1.00,0.58
19.68,17.53,0.00,62.96,8.35,0.68,1020.41,0.68,1.20,82.26,0.76,0.61,453.58,1.00,-0.05
24.87,18.27,0.70,60.37,8.11,0.48,1005.48,0.31,-1.31,76.21,0.68,0.20,436.41,1.00,-1.05
24.73,18.25,0.68,69.05,8.89,1.16,1003.25,0.26,-1.69,66.44,0.55,-0.47,437.93,1.00,-0.96
11.31,16.35,-1.12,39.61,6.27,-1.16,1018.74,0.64,0.92,68.90,0.58,-0.30,471.92,1.00,1.03
15.24,16.90,-0.59,37.87,6.11,-1.29,1020.52,0.68,1.22,84.49,0.79,0.77,463.09,1.00,0.51
23.16,18.02,0.47,57.69,7.88,0.27,1007.91,0.37,-0.90,84.70,0.79,0.78,438.29,1.00,-0.94
14.81,16.84,-0.65,40.71,6.37,-1.07,1018.54,0.63,0.89,73.00,0.64,-0.02,467.66,1.00,0.78
13.97,16.72,-0.76,41.16,6.41,-1.03,1020.88,0.69,1.28,74.88,0.66,0.11,459.84,1.00,0.32
23.25,18.04,0.48,71.29,9.09,1.34,1008.05,0.38,-0.88,71.36,0.61,-0.13,442.21,1.00,-0.71
22.47,17.93,0.38,59.43,8.03,0.40,1006.02,0.32,-1.22,85.21,0.80,0.82,444.50,1.00,-0.58
16.38,17.06,-0.44,45.64,6.80,-0.68,1020.47,0.68,1.21,89.28,0.85,1.09,462.58,1.00,0.48
19.73,17.54,0.01,68.63,8.85,1.13,1012.41,0.48,-0.14,74.12,0.65,0.06,450.26,1.00,-0.24
30.24,19.03,1.42,69.88,8.96,1.23,1007.90,0.37,-0.90,61.46,0.48,-0.81,436.37,1.00,-1.05
28.13,18.73,1.14,61.25,8.19,0.55,1013.12,0.50,-0.02,62.57,0.50,-0.74,436.61,1.00,-1.04
24.60,18.23,0.66,75.23,9.44,1.65,1012.04,0.47,-0.21,76.77,0.69,0.24,434.07,1.00,-1.19
21.64,17.81,0.27,50.32,7.22,-0.31,1008.41,0.38,-0.82,86.32,0.81,0.89,442.52,1.00,-0.69
29.03,18.86,1.26,69.51,8.93,1.20,1009.80,0.42,-0.58,47.04,0.29,-1.80,435.09,1.00,-1.13
25.02,18.29,0.72,59.44,8.03,0.40,1012.49,0.49,-0.13,73.65,0.64,0.02,444.08,1.00,-0.60
23.32,18.05,0.49,69.23,8.90,1.17,1011.75,0.47,-0.25,75.59,0.67,0.16,436.18,1.00,-1.07
11.48,16.37,-1.10,44.60,6.71,-0.76,1018.29,0.63,0.85,90.76,0.87,1.20,470.39,1.00,0.94
13.83,16.70,-0.78,41.23,6.41,-1.03,993.31,0.01,-3.36,93.94,0.92,1.41,466.20,1.00,0.69
26.77,18.54,0.96,68.08,8.80,1.08,1010.83,0.44,-0.41,63.48,0.51,-0.67,432.91,1.00,-1.26
15.34,16.92,-0.58,40.73,6.37,-1.07,1018.03,0.62,0.80,86.19,0.81,0.88,458.55,1.00,0.25
28.14,18.73,1.14,43.21,6.59,-0.87,1011.82,0.47,-0.24,69.32,0.59,-0.27,436.53,1.00,-1.05
8.60,15.96,-1.48,36.66,6.01,-1.39,1026.40,0.83,2.21,81.23,0.75,0.54,481.86,1.00,1.61
21.86,17.84,0.30,58.49,7.95,0.33,1010.88,0.45,-0.40,76.79,0.69,0.24,449.90,1.00,-0.26
7.71,15.84,-1.60,36.25,5.97,-1.42,1027.92,0.87,2.47,89.84,0.86,1.13,481.74,1.00,1.60
22.70,17.96,0.41,48.14,7.03,-0.49,1014.06,0.52,0.13,60.09,0.46,-0.91,448.96,1.00,-0.32
27.21,18.60,1.01,66.49,8.66,0.96,1013.57,0.51,0.05,40.11,0.20,-2.27,439.04,1.00,-0.90
24.58,18.23,0.66,48.98,7.10,-0.42,1014.96,0.55,0.29,38.75,0.18,-2.37,459.79,1.00,0.32
10.06,16.17,-1.29,39.61,6.27,-1.16,1020.69,0.69,1.25,69.49,0.59,-0.26,478.35,1.00,1.41
26.34,18.47,0.90,68.67,8.85,1.13,1006.54,0.34,-1.13,72.48,0.63,-0.06,437.52,1.00,-0.99
20.48,17.64,0.11,51.43,7.32,-0.23,1007.40,0.36,-0.99,90.70,0.87,1.19,448.03,1.00,-0.37
6.19,15.62,-1.81,41.31,6.42,-1.02,1002.48,0.24,-1.82,88.80,0.85,1.06,485.08,1.00,1.80
13.08,16.60,-0.88,44.90,6.74,-0.74,1020.47,0.68,1.21,86.46,0.82,0.90,472.01,1.00,1.03
21.87,17.84,0.30,74.87,9.40,1.62,1009.28,0.41,-0.67,85.40,0.80,0.83,442.37,1.00,-0.70
18.91,17.42,-0.10,43.14,6.58,-0.88,1013.56,0.51,0.05,58.34,0.44,-1.03,460.19,1.00,0.34
11.92,16.43,-1.04,38.25,6.15,-1.26,1013.13,0.50,-0.02,84.92,0.80,0.80,472.50,1.00,1.06
12.27,16.48,-0.99,41.17,6.41,-1.03,1019.39,0.66,1.03,52.18,0.36,-1.45,473.84,1.00,1.14
5.17,15.48,-1.94,35.57,5.91,-1.47,1026.68,0.84,2.26,79.86,0.73,0.45,491.32,1.00,2.17
15.93,17.00,-0.50,25.88,5.05,-2.24,1009.45,0.41,-0.64,72.83,0.63,-0.03,462.70,1.00,0.49
22.21,17.89,0.34,61.87,8.25,0.60,1010.90,0.45,-0.40,54.22,0.38,-1.31,446.62,1.00,-0.45
20.84,17.70,0.16,65.06,8.53,0.85,1016.88,0.59,0.61,71.93,0.62,-0.09,445.74,1.00,-0.51
22.53,17.93,0.39,58.62,7.96,0.34,1016.28,0.58,0.51,72.78,0.63,-0.04,449.02,1.00,-0.31
16.27,17.05,-0.45,56.89,7.81,0.20,1013.74,0.52,0.08,84.36,0.79,0.76,454.88,1.00,0.03
27.37,18.62,1.04,69.23,8.90,1.17,1013.25,0.50,-0.00,48.02,0.30,-1.73,433.18,1.00,-1.24
13.18,16.61,-0.87,43.72,6.63,-0.83,1010.59,0.44,-0.45,99.09,0.99,1.77,464.70,1.00,0.61
27.69,18.67,1.08,73.91,9.32,1.54,1005.23,0.31,-1.35,75.71,0.67,0.16,435.08,1.00,-1.13
14.00,16.73,-0.76,41.78,6.46,-0.99,1010.96,0.45,-0.39,48.37,0.31,-1.71,465.62,1.00,0.66
18.88,17.42,-0.10,65.94,8.61,0.92,1010.43,0.43,-0.48,85.54,0.80,0.84,445.61,1.00,-0.51
24.18,18.17,0.61,59.92,8.07,0.44,1009.88,0.42,-0.57,79.54,0.72,0.43,438.85,1.00,-0.91
19.19,17.46,-0.06,50.16,7.21,-0.33,1011.12,0.45,-0.36,99.91,1.00,1.82,449.52,1.00,-0.28
28.37,18.76,1.17,67.07,8.71,1.00,1005.65,0.32,-1.28,56.13,0.41,-1.18,435.94,1.00,-1.08
27.55,18.65,1.06,65.59,8.58,0.89,1011.60,0.46,-0.28,63.99,0.52,-0.64,440.53,1.00,-0.81
5.96,15.59,-1.84,36.25,5.97,-1.42,1029.40,0.90,2.72,88.63,0.85,1.05,488.20,1.00,1.98
28.52,18.78,1.19,70.02,8.97,1.24,1010.34,0.43,-0.49,54.21,0.38,-1.31,441.98,1.00,-0.73
26.49,18.50,0.92,59.44,8.03,0.40,1012.09,0.48,-0.20,57.84,0.43,-1.06,441.16,1.00,-0.77
22.65,17.95,0.40,60.93,8.16,0.52,1006.43,0.34,-1.15,85.13,0.80,0.81,440.52,1.00,-0.81
7.04,15.74,-1.69,39.37,6.25,-1.18,1019.37,0.66,1.03,69.11,0.58,-0.29,488.00,1.00,1.97
30.13,19.01,1.41,78.05,9.69,1.87,1010.99,0.45,-0.38,61.50,0.48,-0.81,434.14,1.00,-1.19
29.32,18.90,1.30,71.29,9.09,1.34,1008.34,0.38,-0.83,51.51,0.35,-1.49,432.17,1.00,-1.30
10.46,16.23,-1.23,41.26,6.41,-1.03,1020.65,0.69,1.24,92.24,0.89,1.30,473.76,1.00,1.14
19.62,17.52,-0.00,52.05,7.37,-0.18,1012.09,0.48,-0.20,50.02,0.33,-1.60,456.81,1.00,0.14
10.71,16.26,-1.20,41.93,6.47,-0.97,1018.23,0.63,0.84,90.88,0.88,1.20,478.76,1.00,1.43
26.06,18.43,0.86,64.05,8.44,0.77,1012.00,0.47,-0.21,84.05,0.78,0.74,442.24,1.00,-0.71
8.20,15.91,-1.54,41.14,6.40,-1.04,1025.24,0.80,2.02,96.26,0.95,1.57,474.04,1.00,1.15
25.32,18.33,0.76,60.37,8.11,0.48,1006.19,0.33,-1.19,73.94,0.65,0.04,438.50,1.00,-0.93
15.75,16.97,-0.52,39.16,6.23,-1.19,1016.31,0.58,0.51,77.99,0.70,0.32,468.87,1.00,0.85
30.26,19.03,1.42,76.20,9.52,1.72,1008.44,0.38,-0.81,62.10,0.49,-0.77,435.04,1.00,-1.13
9.86,16.14,-1.31,42.49,6.52,-0.93,1009.16,0.40,-0.69,81.41,0.75,0.55,477.78,1.00,1.37
20.56,17.66,0.12,43.79,6.64,-0.83,1015.85,0.57,0.44,45.70,0.27,-1.89,462.11,1.00,0.45
27.28,18.61,1.02,44.89,6.74,-0.74,1009.02,0.40,-0.71,49.90,0.33,-1.60,441.94,1.00,-0.73
22.89,17.99,0.43,62.39,8.29,0.64,1007.84,0.37,-0.91,88.16,0.84,1.02,448.13,1.00,-0.37
27.59,18.65,1.07,50.05,7.20,-0.33,1005.71,0.32,-1.27,57.03,0.42,-1.12,437.98,1.00,-0.96
31.11,19.15,1.54,72.25,9.17,1.41,1012.34,0.48,-0.15,44.45,0.25,-1.98,434.22,1.00,-1.18
13.80,16.70,-0.79,40.20,6.32,-1.11,1013.12,0.50,-0.02,90.59,0.87,1.18,466.29,1.00,0.70
21.80,17.83,0.29,62.39,8.29,0.64,1007.84,0.37,-0.91,89.04,0.85,1.08,452.15,1.00,-0.13
14.28,16.77,-0.72,39.39,6.25,-1.17,1013.82,0.52,0.09,77.52,0.70,0.29,469.92,1.00,0.91
9.99,16.16,-1.30,41.82,6.46,-0.98,1033.14,1.00,3.35,68.36,0.57,-0.34,475.75,1.00,1.25
17.65,17.24,-0.27,59.87,8.07,0.44,1018.58,0.64,0.90,94.65,0.93,1.46,450.93,1.00,-0.20
19.47,17.50,-0.02,50.90,7.27,-0.27,1012.77,0.49,-0.08,77.33,0.69,0.28,457.08,1.00,0.16
16.64,17.10,-0.40,39.64,6.27,-1.15,1008.70,0.39,-0.77,81.79,0.75,0.58,463.49,1.00,0.53
16.95,17.14,-0.36,40.12,6.31,-1.12,1012.59,0.49,-0.11,87.87,0.84,1.00,457.05,1.00,0.16
25.95,18.42,0.85,69.51,8.93,1.20,1009.36,0.41,-0.66,66.82,0.55,-0.44,434.38,1.00,-1.17
14.09,16.74,-0.75,41.20,6.41,-1.03,1016.45,0.58,0.54,67.27,0.56,-0.41,472.42,1.00,1.06
11.21,16.33,-1.13,39.85,6.29,-1.14,1013.01,0.50,-0.04,75.55,0.67,0.15,480.61,1.00,1.54
20.25,17.61,0.08,55.50,7.68,0.09,1020.03,0.67,1.14,69.33,0.59,-0.27,455.13,1.00,0.04
17.72,17.25,-0.26,48.14,7.03,-0.49,1013.26,0.50,0.00,65.09,0.53,-0.56,457.44,1.00,0.18
13.78,16.70,-0.79,38.28,6.15,-1.26,1014.80,0.54,0.26,81.19,0.75,0.54,467.43,1.00,0.77
5.57,15.53,-1.89,42.85,6.56,-0.90,1013.55,0.51,0.05,92.14,0.89,1.29,488.85,1.00,2.02
18.23,17.33,-0.19,60.95,8.17,0.52,1016.74,0.59,0.59,78.85,0.71,0.38,455.53,1.00,0.07
23.89,18.13,0.57,65.18,8.54,0.86,1012.46,0.48,-0.13,78.29,0.71,0.34,438.97,1.00,-0.90
32.16,19.30,1.68,66.25,8.64,0.94,1008.17,0.38,-0.86,56.88,0.42,-1.13,434.50,1.00,-1.16
25.62,18.37,0.80,63.13,8.36,0.69,1013.84,0.52,0.10,83.49,0.78,0.70,439.13,1.00,-0.89
21.69,17.82,0.27,42.23,6.50,-0.95,1013.05,0.50,-0.04,67.55,0.56,-0.39,461.56,1.00,0.42
13.90,16.71,-0.77,45.08,6.75,-0.73,1023.29,0.75,1.69,83.43,0.78,0.69,465.31,1.00,0.64
25.88,18.41,0.84,74.67,9.39,1.60,1016.66,0.59,0.57,81.09,0.74,0.53,434.81,1.00,-1.15
25.03,18.29,0.72,61.86,8.25,0.59,1012.84,0.49,-0.07,80.85,0.74,0.52,439.55,1.00,-0.87
17.70,17.25,-0.26,50.88,7.27,-0.27,1015.44,0.56,0.37,89.57,0.86,1.11,456.78,1.00,0.14
13.98,16.72,-0.76,40.24,6.32,-1.11,1017.19,0.60,0.66,87.45,0.83,0.97,467.20,1.00,0.75
23.36,18.05,0.50,72.24,9.17,1.41,1010.99,0.45,-0.38,94.41,0.92,1.45,434.15,1.00,-1.18
26.55,18.50,0.93,73.67,9.30,1.52,1005.74,0.32,-1.27,79.41,0.72,0.42,433.44,1.00,-1.23
25.16,18.31,0.74,47.01,6.93,-0.57,1014.99,0.55,0.29,64.00,0.52,-0.64,452.64,1.00,-0.10
23.82,18.12,0.56,63.76,8.42,0.74,1009.80,0.42,-0.58,68.94,0.58,-0.30,440.52,1.00,-0.81
29.86,18.97,1.37,70.80,9.04,1.30,1010.22,0.43,-0.51,70.36,0.60,-0.20,437.47,1.00,-0.99
25.42,18.34,0.77,66.05,8.62,0.92,1016.74,0.59,0.59,68.92,0.58,-0.30,442.60,1.00,-0.69
8.33,15.92,-1.52,39.72,6.28,-1.15,1020.24,0.68,1.18,82.84,0.77,0.65,479.12,1.00,1.45
26.20,18.45,0.88,65.18,8.54,0.86,1011.42,0.46,-0.31,47.82,0.30,-1.75,440.07,1.00,-0.84
31.49,19.20,1.59,73.50,9.28,1.51,1010.71,0.44,-0.43,40.16,0.20,-2.27,432.13,1.00,-1.30
28.05,18.72,1.13,70.36,9.00,1.26,1006.73,0.34,-1.10,64.42,0.52,-0.61,434.06,1.00,-1.19
9.70,16.12,-1.34,37.14,6.05,-1.35,1012.79,0.49,-0.08,75.20,0.67,0.13,475.77,1.00,1.25
15.94,17.00,-0.50,44.85,6.73,-0.74,1014.29,0.53,0.17,67.57,0.56,-0.39,462.54,1.00,0.48
18.52,17.37,-0.15,58.41,7.94,0.32,1013.77,0.52,0.09,99.89,1.00,1.82,446.68,1.00,-0.45
14.50,16.80,-0.69,40.66,6.36,-1.07,1016.81,0.59,0.60,82.93,0.77,0.66,463.53,1.00,0.54
25.66,18.38,0.81,71.77,9.13,1.37,1006.76,0.34,-1.09,84.76,0.79,0.78,429.25,1.00,-1.47
24.29,18.18,0.62,62.91,8.34,0.68,1013.04,0.50,-0.04,65.85,0.54,-0.51,442.18,1.00,-0.71
13.87,16.71,-0.78,49.83,7.18,-0.35,1006.76,0.34,-1.09,89.14,0.85,1.08,462.46,1.00,0.47
6.10,15.61,-1.82,43.65,6.63,-0.84,1018.07,0.62,0.81,75.85,0.67,0.17,485.24,1.00,1.81
21.91,17.85,0.30,70.32,9.00,1.26,1009.17,0.40,-0.69,90.57,0.87,1.18,439.29,1.00,-0.88
29.34,18.90,1.30,70.94,9.06,1.31,1007.82,0.37,-0.92,62.43,0.49,-0.75,433.57,1.00,-1.22
23.93,18.13,0.57,65.59,8.58,0.89,1011.09,0.45,-0.37,87.26,0.83,0.96,444.90,1.00,-0.55
7.77,15.84,-1.59,40.27,6.33,-1.10,1010.25,0.43,-0.51,83.65,0.78,0.71,485.54,1.00,1.83
28.07,18.72,1.13,74.33,9.36,1.58,1012.00,0.47,-0.21,71.69,0.62,-0.11,428.87,1.00,-1.49
28.34,18.76,1.17,73.68,9.30,1.52,1015.05,0.55,0.30,76.73,0.69,0.23,432.00,1.00,-1.31
18.59,17.38,-0.14,65.06,8.53,0.85,1015.75,0.57,0.42,80.72,0.74,0.51,450.40,1.00,-0.23
28.68,18.81,1.21,61.86,8.25,0.59,1011.78,0.47,-0.25,62.67,0.50,-0.73,440.57,1.00,-0.81
19.01,17.44,-0.09,58.46,7.94,0.33,1017.14,0.60,0.65,90.99,0.88,1.21,446.18,1.00,-0.48
21.29,17.76,0.22,51.43,7.32,-0.23,1011.31,0.46,-0.33,90.12,0.87,1.15,452.94,1.00,-0.08
9.78,16.13,-1.32,52.75,7.44,-0.12,1022.97,0.74,1.64,78.31,0.71,0.34,469.58,1.00,0.89
19.65,17.53,-0.00,42.23,6.50,-0.95,1013.04,0.50,-0.04,75.90,0.67,0.18,461.16,1.00,0.40
8.54,15.95,-1.49,38.08,6.13,-1.28,1019.75,0.66,1.09,71.24,0.61,-0.14,478.31,1.00,1.40
21.39,17.77,0.23,58.05,7.91,0.29,1013.03,0.50,-0.04,86.44,0.82,0.90,449.76,1.00,-0.27
13.25,16.62,-0.86,43.70,6.63,-0.83,1013.61,0.51,0.06,76.05,0.68,0.19,472.22,1.00,1.05
13.53,16.66,-0.82,42.03,6.48,-0.97,1017.52,0.61,0.72,84.02,0.78,0.73,466.71,1.00,0.72
5.35,15.50,-1.92,35.79,5.93,-1.46,1013.23,0.50,-0.00,93.53,0.91,1.39,483.20,1.00,1.69
32.00,19.28,1.66,65.74,8.59,0.90,1011.22,0.45,-0.34,46.16,0.28,-1.86,440.26,1.00,-0.83
26.92,18.56,0.98,68.27,8.82,1.10,1008.11,0.38,-0.87,61.73,0.48,-0.79,435.17,1.00,-1.12
25.82,18.40,0.83,59.43,8.03,0.40,1008.08,0.38,-0.87,65.25,0.53,-0.55,436.67,1.00,-1.04
26.41,18.48,0.91,65.59,8.58,0.89,1010.69,0.44,-0.43,73.78,0.65,0.03,441.49,1.00,-0.75
4.27,15.35,-2.06,39.64,6.27,-1.15,1010.99,0.45,-0.38,84.85,0.79,0.79,487.19,1.00,1.92
17.79,17.26,-0.25,44.90,6.74,-0.74,1020.50,0.68,1.22,69.72,0.59,-0.25,457.72,1.00,0.20
17.47,17.22,-0.29,58.16,7.92,0.30,1016.36,0.58,0.52,82.26,0.76,0.61,456.97,1.00,0.15
28.53,18.78,1.19,76.86,9.58,1.77,999.08,0.15,-2.39,75.77,0.67,0.17,431.64,1.00,-1.33
28.37,18.76,1.17,68.12,8.80,1.09,1012.41,0.48,-0.14,45.87,0.27,-1.88,436.42,1.00,-1.05
22.88,17.98,0.43,71.73,9.13,1.37,1010.11,0.43,-0.53,86.96,0.82,0.94,436.36,1.00,-1.06
10.16,16.18,-1.27,41.62,6.45,-1.00,1013.15,0.50,-0.02,94.30,0.92,1.44,465.05,1.00,0.63
4.59,15.39,-2.02,39.33,6.24,-1.18,1010.85,0.44,-0.41,71.78,0.62,-0.10,494.90,1.00,2.38
9.23,16.05,-1.40,39.66,6.27,-1.15,1019.44,0.66,1.04,76.11,0.68,0.19,481.77,1.00,1.61
23.81,18.12,0.56,66.51,8.66,0.96,1016.96,0.60,0.62,70.16,0.60,-0.22,438.32,1.00,-0.94
17.98,17.29,-0.22,60.10,8.09,0.46,1009.61,0.41,-0.61,84.11,0.78,0.74,452.57,1.00,-0.11
12.38,16.50,-0.98,45.09,6.76,-0.73,1013.26,0.50,0.00,90.55,0.87,1.18,467.47,1.00,0.77
12.88,16.57,-0.91,44.34,6.69,-0.78,1016.03,0.57,0.47,88.51,0.84,1.04,474.94,1.00,1.21
23.26,18.04,0.48,63.56,8.40,0.73,1013.64,0.51,0.06,71.30,0.61,-0.14,446.67,1.00,-0.45
25.98,18.42,0.85,68.12,8.80,1.09,1011.36,0.46,-0.32,66.86,0.55,-0.44,439.00,1.00,-0.90
10.01,16.16,-1.29,41.17,6.41,-1.03,1018.78,0.64,0.93,86.84,0.82,0.93,479.40,1.00,1.47
8.55,15.95,-1.49,36.25,5.97,-1.42,1029.54,0.91,2.74,85.23,0.80,0.82,480.68,1.00,1.54
16.85,17.13,-0.38,50.90,7.27,-0.27,1013.26,0.50,0.00,83.94,0.78,0.73,460.68,1.00,0.37
23.48,18.07,0.51,66.49,8.66,0.96,1014.41,0.53,0.19,62.61,0.50,-0.73,450.05,1.00,-0.25
19.64,17.53,-0.00,46.33,6.87,-0.63,1013.33,0.51,0.01,98.99,0.98,1.76,451.45,1.00,-0.17
22.00,17.86,0.32,59.54,8.04,0.41,1004.55,0.29,-1.47,95.25,0.93,1.50,439.37,1.00,-0.88
22.54,17.94,0.39,63.91,8.43,0.76,1012.15,0.48,-0.19,84.91,0.80,0.79,446.64,1.00,-0.45
28.18,18.74,1.14,77.54,9.64,1.83,1011.99,0.47,-0.21,74.72,0.66,0.10,430.55,1.00,-1.40
31.04,19.14,1.53,74.67,9.39,1.60,1015.85,0.57,0.44,43.32,0.24,-2.05,435.17,1.00,-1.12
10.81,16.27,-1.19,45.00,6.75,-0.73,1023.45,0.76,1.72,85.89,0.81,0.86,482.63,1.00,1.66
21.84,17.84,0.29,55.50,7.68,0.09,1019.28,0.65,1.01,62.17,0.49,-0.76,454.99,1.00,0.04
24.96,18.28,0.71,69.68,8.94,1.21,1011.37,0.46,-0.32,63.12,0.50,-0.70,447.20,1.00,-0.42
22.19,17.89,0.34,70.02,8.97,1.24,1011.03,0.45,-0.38,82.49,0.76,0.63,444.85,1.00,-0.56
31.01,19.14,1.52,74.16,9.34,1.56,1010.89,0.45,-0.40,56.52,0.42,-1.15,434.64,1.00,-1.16
19.05,17.44,-0.08,55.50,7.68,0.09,1020.25,0.68,1.18,75.76,0.67,0.17,457.50,1.00,0.18
17.37,17.20,-0.31,58.49,7.95,0.33,1012.20,0.48,-0.18,91.14,0.88,1.22,456.29,1.00,0.11
24.07,18.15,0.59,73.46,9.28,1.51,1006.61,0.34,-1.12,73.46,0.64,0.01,438.41,1.00,-0.93
23.00,18.00,0.45,66.05,8.62,0.92,1020.61,0.69,1.24,80.29,0.73,0.48,421.57,1.00,-1.92
20.05,17.58,0.05,42.48,6.52,-0.93,1012.29,0.48,-0.16,85.09,0.80,0.81,457.01,1.00,0.15
24.03,18.15,0.59,45.87,6.82,-0.66,1007.55,0.36,-0.96,52.48,0.36,-1.43,445.84,1.00,-0.50
31.44,19.20,1.58,79.74,9.84,2.00,1006.95,0.35,-1.06,56.99,0.42,-1.12,431.69,1.00,-1.33
7.36,15.79,-1.65,41.01,6.39,-1.05,1025.49,0.81,2.06,96.48,0.95,1.59,477.37,1.00,1.35
20.53,17.65,0.12,65.06,8.53,0.85,1016.69,0.59,0.58,73.47,0.64,0.01,446.64,1.00,-0.45
29.21,18.88,1.28,72.25,9.17,1.41,1012.72,0.49,-0.09,71.85,0.62,-0.10,434.64,1.00,-1.16
20.68,17.67,0.14,63.86,8.43,0.75,1015.73,0.57,0.42,74.36,0.65,0.07,447.84,1.00,-0.38
32.96,19.41,1.79,69.75,8.95,1.22,1008.86,0.40,-0.74,40.23,0.20,-2.27,435.56,1.00,-1.10
26.29,18.47,0.89,56.85,7.80,0.20,1012.68,0.49,-0.10,60.33,0.47,-0.89,439.86,1.00,-0.85
29.25,18.89,1.29,78.87,9.76,1.93,1012.05,0.47,-0.20,84.28,0.79,0.75,430.49,1.00,-1.40
31.91,19.26,1.65,69.89,8.96,1.23,1014.59,0.54,0.22,54.51,0.39,-1.29,429.29,1.00,-1.47
6.67,15.69,-1.74,39.33,6.24,-1.18,1011.07,0.45,-0.37,91.96,0.89,1.28,490.03,1.00,2.09
14.56,16.81,-0.68,40.89,6.38,-1.06,1010.94,0.45,-0.39,79.57,0.72,0.43,467.53,1.00,0.77
20.30,17.62,0.09,58.41,7.94,0.32,1014.05,0.52,0.13,86.38,0.82,0.90,451.74,1.00,-0.15
20.74,17.68,0.15,58.20,7.92,0.31,1017.54,0.61,0.72,70.66,0.60,-0.18,450.40,1.00,-0.23
23.51,18.07,0.52,58.79,7.97,0.35,1016.44,0.58,0.54,65.38,0.53,-0.54,445.75,1.00,-0.50
32.32,19.32,1.70,76.09,9.51,1.71,1006.63,0.34,-1.12,62.96,0.50,-0.71,432.53,1.00,-1.28
25.79,18.40,0.82,75.60,9.47,1.68,1017.46,0.61,0.71,75.63,0.67,0.16,434.65,1.00,-1.16
22.26,17.90,0.35,70.47,9.01,1.27,1008.32,0.38,-0.83,84.22,0.79,0.75,440.21,1.00,-0.83
5.53,15.53,-1.89,35.79,5.93,-1.46,1013.48,0.51,0.04,94.19,0.92,1.43,484.25,1.00,1.75
16.05,17.02,-0.48,65.46,8.57,0.88,1013.92,0.52,0.11,87.99,0.84,1.01,456.94,1.00,0.15
9.98,16.16,-1.30,41.62,6.45,-1.00,1013.56,0.51,0.05,95.77,0.94,1.54,463.16,1.00,0.52
18.47,17.36,-0.16,62.10,8.27,0.61,1019.86,0.67,1.11,82.57,0.76,0.63,452.51,1.00,-0.11
26.55,18.50,0.93,69.45,8.92,1.19,1013.92,0.52,0.11,52.22,0.36,-1.44,434.55,1.00,-1.16
27.67,18.66,1.08,71.64,9.12,1.36,1004.41,0.29,-1.49,78.14,0.70,0.33,433.29,1.00,-1.23
29.63,18.94,1.34,66.75,8.68,0.98,1018.08,0.62,0.81,58.46,0.44,-1.02,433.26,1.00,-1.24
9.32,16.06,-1.39,41.39,6.43,-1.02,1020.03,0.67,1.14,70.21,0.60,-0.21,481.88,1.00,1.61
29.04,18.86,1.26,76.09,9.51,1.71,1007.52,0.36,-0.97,75.44,0.67,0.15,430.32,1.00,-1.41
19.27,17.47,-0.05,65.12,8.54,0.85,1015.63,0.56,0.40,73.48,0.64,0.01,449.42,1.00,-0.29
21.55,17.80,0.25,44.05,6.66,-0.81,1005.69,0.32,-1.27,84.05,0.78,0.74,443.48,1.00,-0.64
8.35,15.93,-1.52,40.46,6.34,-1.09,1019.23,0.65,1.01,73.26,0.64,-0.00,474.79,1.00,1.20
24.71,18.24,0.68,61.90,8.25,0.60,1013.78,0.52,0.09,85.82,0.81,0.86,443.39,1.00,-0.64
21.85,17.84,0.30,58.33,7.93,0.32,1013.03,0.50,-0.04,66.39,0.55,-0.47,447.31,1.00,-0.41
11.20,16.33,-1.13,41.54,6.44,-1.00,1019.94,0.67,1.13,67.18,0.56,-0.42,479.03,1.00,1.45
25.21,18.31,0.75,69.48,8.93,1.19,1010.99,0.45,-0.38,75.27,0.67,0.13,436.02,1.00,-1.07
21.75,17.82,0.28,50.12,7.20,-0.33,1009.36,0.41,-0.66,94.41,0.92,1.45,446.64,1.00,-0.45
23.59,18.08,0.53,71.73,9.13,1.37,1009.69,0.42,-0.60,87.06,0.82,0.94,435.67,1.00,-1.10
27.57,18.65,1.06,68.31,8.82,1.10,1010.48,0.44,-0.47,55.87,0.41,-1.19,444.71,1.00,-0.57
15.03,16.87,-0.62,40.66,6.36,-1.07,1016.58,0.59,0.56,84.08,0.78,0.74,459.46,1.00,0.30
3.60,15.25,-2.15,35.19,5.87,-1.50,1018.73,0.64,0.92,99.10,0.99,1.77,488.98,1.00,2.03
27.81,18.68,1.09,66.51,8.66,0.96,1016.11,0.57,0.48,48.48,0.31,-1.70,439.48,1.00,-0.87
