AT (Original),AT (Binned),AT (Min-Max),AT (Z-Score)
21.90,22.24,0.55,0.35
21.90,22.24,0.55,0.35
21.90,22.24,0.55,0.35
21.91,22.24,0.55,0.35
21.91,22.24,0.55,0.35
21.91,22.24,0.55,0.35
21.91,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.92,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.93,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.94,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.95,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.96,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.97,22.24,0.55,0.35
21.98,22.24,0.55,0.35
21.98,22.24,0.55,0.35
21.98,22.24,0.55,0.35
21.98,22.24,0.55,0.35
21.98,22.24,0.55,0.35
21.99,22.24,0.55,0.35
21.99,22.24,0.55,0.35
21.99,22.24,0.55,0.35
21.99,22.24,0.55,0.35
21.99,22.24,0.55,0.35
22.00,22.24,0.55,0.35
22.00,22.24,0.55,0.35
22.01,22.24,0.55,0.35
22.01,22.24,0.55,0.35
22.01,22.24,0.55,0.35
22.02,22.24,0.55,0.35
22.02,22.24,0.55,0.35
22.02,22.24,0.55,0.35
22.03,22.24,0.55,0.35
22.03,22.24,0.55,0.35
22.03,22.24,0.55,0.35
22.04,22.24,0.55,0.35
22.04,22.24,0.55,0.35
22.04,22.24,0.55,0.35
22.04,22.24,0.55,0.35
22.05,22.24,0.55,0.35
22.05,22.24,0.55,0.35
22.05,22.24,0.55,0.35
22.05,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.06,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.07,22.24,0.55,0.35
22.08,22.24,0.55,0.35
22.08,22.24,0.55,0.35
22.08,22.24,0.55,0.35
22.08,22.24,0.55,0.35
22.08,22.24,0.55,0.35
22.09,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.10,22.24,0.55,0.35
22.11,22.24,0.55,0.35
22.11,22.24,0.55,0.35
22.11,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.12,22.24,0.55,0.35
22.15,22.24,0.55,0.35
22.16,22.24,0.55,0.35
22.16,22.24,0.55,0.35
22.16,22.24,0.55,0.35
22.17,22.24,0.55,0.35
22.17,22.24,0.55,0.35
22.17,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.18,22.24,0.55,0.35
22.19,22.24,0.55,0.35
22.19,22.24,0.55,0.35
22.19,22.24,0.55,0.35
22.19,22.24,0.55,0.35
22.19,22.24,0.55,0.35
22.20,22.24,0.55,0.35
22.20,22.24,0.55,0.35
22.20,22.24,0.55,0.35
22.20,22.24,0.55,0.35
22.20,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.21,22.24,0.55,0.35
22.22,22.24,0.55,0.35
22.22,22.24,0.55,0.35
22.22,22.24,0.55,0.35
22.23,22.24,0.55,0.35
22.24,22.24,0.55,0.35
22.24,22.24,0.55,0.35
22.24,22.24,0.55,0.35
22.24,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.25,22.24,0.55,0.35
22.26,22.24,0.55,0.35
22.26,22.24,0.55,0.35
22.26,22.24,0.55,0.35
22.26,22.24,0.55,0.35
22.26,22.24,0.55,0.35
22.27,22.24,0.55,0.35
22.27,22.24,0.55,0.35
22.28,22.24,0.55,0.35
22.28,22.24,0.55,0.35
22.28,22.24,0.55,0.35
22.28,22.24,0.55,0.35
22.29,22.24,0.55,0.35
22.29,22.24,0.55,0.35
22.29,22.24,0.55,0.35
22.29,22.24,0.55,0.35
22.30,22.24,0.55,0.35
22.30,22.24,0.55,0.35
22.30,22.24,0.55,0.35
22.30,22.24,0.55,0.35
22.30,22.24,0.55,0.35
22.31,22.24,0.55,0.35
22.31,22.24,0.55,0.35
22.31,22.24,0.55,0.35
22.31,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.32,22.24,0.55,0.35
22.33,22.24,0.55,0.35
22.33,22.24,0.55,0.35
22.33,22.24,0.55,0.35
22.33,22.24,0.55,0.35
22.34,22.24,0.55,0.35
22.34,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.35,22.24,0.55,0.35
22.36,22.24,0.55,0.35
22.36,22.24,0.55,0.35
22.36,22.24,0.55,0.35
22.36,22.24,0.55,0.35
22.36,22.24,0.55,0.35
22.37,22.24,0.55,0.35
22.37,22.24,0.55,0.35
22.38,22.24,0.55,0.35
22.38,22.24,0.55,0.35
22.38,22.24,0.55,0.35
22.39,22.24,0.55,0.35
22.39,22.24,0.55,0.35
22.39,22.24,0.55,0.35
22.40,22.24,0.55,0.35
22.40,22.24,0.55,0.35
22.40,22.24,0.55,0.35
22.41,22.24,0.55,0.35
22.41,22.24,0.55,0.35
22.42,22.24,0.55,0.35
22.42,22.24,0.55,0.35
22.42,22.24,0.55,0.35
22.42,22.24,0.55,0.35
22.43,22.24,0.55,0.35
22.43,22.24,0.55,0.35
22.43,22.24,0.55,0.35
22.43,22.24,0.55,0.35
22.43,22.24,0.55,0.35
22.44,22.24,0.55,0.35
22.44,22.24,0.55,0.35
22.44,22.24,0.55,0.35
22.45,22.24,0.55,0.35
22.45,22.24,0.55,0.35
22.45,22.24,0.55,0.35
22.45,22.24,0.55,0.35
22.46,22.24,0.55,0.35
22.46,22.24,0.55,0.35
22.46,22.24,0.55,0.35
22.47,22.24,0.55,0.35
22.47,22.24,0.55,0.35
22.47,22.24,0.55,0.35
22.48,22.24,0.55,0.35
22.48,22.24,0.55,0.35
22.48,22.24,0.55,0.35
22.48,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.49,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.50,22.24,0.55,0.35
22.51,22.24,0.55,0.35
22.51,22.24,0.55,0.35
22.51,22.24,0.55,0.35
22.52,22.24,0.55,0.35
22.52,22.24,0.55,0.35
22.52,22.24,0.55,0.35
22.53,22.24,0.55,0.35
22.53,22.24,0.55,0.35
22.53,22.24,0.55,0.35
22.53,22.24,0.55,0.35
22.53,22.24,0.55,0.35
22.54,22.24,0.55,0.35
22.54,22.24,0.55,0.35
22.54,22.24,0.55,0.35
22.54,22.24,0.55,0.35
22.55,22.24,0.55,0.35
22.55,22.24,0.55,0.35
22.55,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.56,22.24,0.55,0.35
22.57,22.24,0.55,0.35
22.57,22.24,0.55,0.35
22.57,22.24,0.55,0.35
22.58,22.24,0.55,0.35
22.58,22.24,0.55,0.35
22.58,22.24,0.55,0.35
22.58,22.24,0.55,0.35
22.58,22.24,0.55,0.35
22.59,22.24,0.55,0.35
22.59,22.24,0.55,0.35
22.59,22.24,0.55,0.35
22.59,22.24,0.55,0.35
22.59,22.24,0.55,0.35
22.60,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.61,22.24,0.55,0.35
22.62,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.63,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.64,22.24,0.55,0.35
22.65,22.24,0.55,0.35
22.65,22.24,0.55,0.35
22.65,22.24,0.55,0.35
22.66,22.24,0.55,0.35
22.66,22.24,0.55,0.35
22.66,22.24,0.55,0.35
22.66,22.24,0.55,0.35
22.67,22.24,0.55,0.35
22.67,22.24,0.55,0.35
22.67,22.24,0.55,0.35
22.67,22.24,0.55,0.35
22.67,22.24,0.55,0.35
22.68,22.24,0.55,0.35
22.68,22.24,0.55,0.35
22.68,22.24,0.55,0.35
22.68,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.69,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.70,22.24,0.55,0.35
22.71,22.24,0.55,0.35
22.71,22.24,0.55,0.35
22.71,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.72,22.24,0.55,0.35
22.73,22.24,0.55,0.35
22.73,22.24,0.55,0.35
22.73,22.24,0.55,0.35
22.74,22.24,0.55,0.35
22.74,22.24,0.55,0.35
22.74,22.24,0.55,0.35
22.74,22.24,0.55,0.35
22.75,22.24,0.55,0.35
22.75,22.24,0.55,0.35
22.75,22.24,0.55,0.35
22.75,22.24,0.55,0.35
22.75,22.24,0.55,0.35
22.76,22.24,0.55,0.35
22.76,22.24,0.55,0.35
22.76,22.24,0.55,0.35
22.76,22.24,0.55,0.35
22.76,22.24,0.55,0.35
22.77,22.24,0.55,0.35
22.77,22.24,0.55,0.35
22.77,22.24,0.55,0.35
22.78,22.24,0.55,0.35
22.78,22.24,0.55,0.35
22.78,22.24,0.55,0.35
22.78,22.24,0.55,0.35
22.78,22.24,0.55,0.35
22.78,23.30,0.59,0.49
22.79,23.30,0.59,0.49
22.79,23.30,0.59,0.49
22.79,23.30,0.59,0.49
22.79,23.30,0.59,0.49
22.79,23.30,0.59,0.49
22.80,23.30,0.59,0.49
22.80,23.30,0.59,0.49
22.80,23.30,0.59,0.49
22.81,23.30,0.59,0.49
22.81,23.30,0.59,0.49
22.82,23.30,0.59,0.49
22.82,23.30,0.59,0.49
22.82,23.30,0.59,0.49
22.83,23.30,0.59,0.49
22.83,23.30,0.59,0.49
22.83,23.30,0.59,0.49
22.83,23.30,0.59,0.49
22.83,23.30,0.59,0.49
22.84,23.30,0.59,0.49
22.84,23.30,0.59,0.49
22.84,23.30,0.59,0.49
22.84,23.30,0.59,0.49
22.84,23.30,0.59,0.49
22.85,23.30,0.59,0.49
22.85,23.30,0.59,0.49
22.85,23.30,0.59,0.49
22.85,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.86,23.30,0.59,0.49
22.87,23.30,0.59,0.49
22.87,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.88,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.89,23.30,0.59,0.49
22.90,23.30,0.59,0.49
22.90,23.30,0.59,0.49
22.91,23.30,0.59,0.49
22.91,23.30,0.59,0.49
22.91,23.30,0.59,0.49
22.91,23.30,0.59,0.49
22.92,23.30,0.59,0.49
22.92,23.30,0.59,0.49
22.92,23.30,0.59,0.49
22.92,23.30,0.59,0.49
22.93,23.30,0.59,0.49
22.93,23.30,0.59,0.49
22.93,23.30,0.59,0.49
22.93,23.30,0.59,0.49
22.94,23.30,0.59,0.49
22.94,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.95,23.30,0.59,0.49
22.96,23.30,0.59,0.49
22.96,23.30,0.59,0.49
22.96,23.30,0.59,0.49
22.97,23.30,0.59,0.49
22.97,23.30,0.59,0.49
22.97,23.30,0.59,0.49
22.97,23.30,0.59,0.49
22.97,23.30,0.59,0.49
22.98,23.30,0.59,0.49
22.98,23.30,0.59,0.49
22.98,23.30,0.59,0.49
22.98,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
22.99,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.00,23.30,0.59,0.49
23.01,23.30,0.59,0.49
23.01,23.30,0.59,0.49
23.01,23.30,0.59,0.49
23.01,23.30,0.59,0.49
23.02,23.30,0.59,0.49
23.02,23.30,0.59,0.49
23.02,23.30,0.59,0.49
23.02,23.30,0.59,0.49
23.03,23.30,0.59,0.49
23.03,23.30,0.59,0.49
23.03,23.30,0.59,0.49
23.03,23.30,0.59,0.49
23.03,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.04,23.30,0.59,0.49
23.05,23.30,0.59,0.49
23.05,23.30,0.59,0.49
23.05,23.30,0.59,0.49
23.05,23.30,0.59,0.49
23.05,23.30,0.59,0.49
23.06,23.30,0.59,0.49
23.06,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.07,23.30,0.59,0.49
23.08,23.30,0.59,0.49
23.08,23.30,0.59,0.49
23.08,23.30,0.59,0.49
23.08,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.09,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.10,23.30,0.59,0.49
23.11,23.30,0.59,0.49
23.12,23.30,0.59,0.49
23.13,23.30,0.59,0.49
23.13,23.30,0.59,0.49
23.13,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.14,23.30,0.59,0.49
23.15,23.30,0.59,0.49
23.15,23.30,0.59,0.49
23.15,23.30,0.59,0.49
23.16,23.30,0.59,0.49
23.16,23.30,0.59,0.49
23.16,23.30,0.59,0.49
23.17,23.30,0.59,0.49
23.17,23.30,0.59,0.49
23.18,23.30,0.59,0.49
23.18,23.30,0.59,0.49
23.18,23.30,0.59,0.49
23.18,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.19,23.30,0.59,0.49
23.20,23.30,0.59,0.49
23.20,23.30,0.59,0.49
23.20,23.30,0.59,0.49
23.20,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.21,23.30,0.59,0.49
23.22,23.30,0.59,0.49
23.22,23.30,0.59,0.49
23.22,23.30,0.59,0.49
23.22,23.30,0.59,0.49
23.23,23.30,0.59,0.49
23.23,23.30,0.59,0.49
23.23,23.30,0.59,0.49
23.23,23.30,0.59,0.49
23.23,23.30,0.59,0.49
23.24,23.30,0.59,0.49
23.24,23.30,0.59,0.49
23.24,23.30,0.59,0.49
23.24,23.30,0.59,0.49
23.24,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.25,23.30,0.59,0.49
23.26,23.30,0.59,0.49
23.26,23.30,0.59,0.49
23.26,23.30,0.59,0.49
23.26,23.30,0.59,0.49
23.26,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.27,23.30,0.59,0.49
23.28,23.30,0.59,0.49
23.28,23.30,0.59,0.49
23.28,23.30,0.59,0.49
23.28,23.30,0.59,0.49
23.28,23.30,0.59,0.49
23.29,23.30,0.59,0.49
23.29,23.30,0.59,0.49
23.29,23.30,0.59,0.49
23.29,23.30,0.59,0.49
23.30,23.30,0.59,0.49
23.30,23.30,0.59,0.49
23.30,23.30,0.59,0.49
23.31,23.30,0.59,0.49
23.31,23.30,0.59,0.49
23.31,23.30,0.59,0.49
23.32,23.30,0.59,0.49
23.32,23.30,0.59,0.49
23.32,23.30,0.59,0.49
23.33,23.30,0.59,0.49
23.33,23.30,0.59,0.49
23.33,23.30,0.59,0.49
23.33,23.30,0.59,0.49
23.34,23.30,0.59,0.49
23.34,23.30,0.59,0.49
23.34,23.30,0.59,0.49
23.34,23.30,0.59,0.49
23.34,23.30,0.59,0.49
23.35,23.30,0.59,0.49
23.35,23.30,0.59,0.49
23.35,23.30,0.59,0.49
23.35,23.30,0.59,0.49
23.35,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.36,23.30,0.59,0.49
23.37,23.30,0.59,0.49
23.37,23.30,0.59,0.49
23.37,23.30,0.59,0.49
23.37,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.38,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.39,23.30,0.59,0.49
23.40,23.30,0.59,0.49
23.40,23.30,0.59,0.49
23.40,23.30,0.59,0.49
23.41,23.30,0.59,0.49
23.41,23.30,0.59,0.49
23.42,23.30,0.59,0.49
23.42,23.30,0.59,0.49
23.42,23.30,0.59,0.49
23.42,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.43,23.30,0.59,0.49
23.44,23.30,0.59,0.49
23.44,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.45,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.46,23.30,0.59,0.49
23.47,23.30,0.59,0.49
23.47,23.30,0.59,0.49
23.47,23.30,0.59,0.49
23.47,23.30,0.59,0.49
23.47,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.48,23.30,0.59,0.49
23.49,23.30,0.59,0.49
23.49,23.30,0.59,0.49
23.49,23.30,0.59,0.49
23.49,23.30,0.59,0.49
23.49,23.30,0.59,0.49
23.50,23.30,0.59,0.49
23.50,23.30,0.59,0.49
23.50,23.30,0.59,0.49
23.50,23.30,0.59,0.49
23.51,23.30,0.59,0.49
23.51,23.30,0.59,0.49
23.51,23.30,0.59,0.49
23.51,23.30,0.59,0.49
23.51,23.30,0.59,0.49
23.53,23.30,0.59,0.49
23.53,23.30,0.59,0.49
23.53,23.30,0.59,0.49
23.54,23.30,0.59,0.49
23.54,23.30,0.59,0.49
23.54,23.30,0.59,0.49
23.54,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.55,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.56,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.57,23.30,0.59,0.49
23.58,23.30,0.59,0.49
23.58,23.30,0.59,0.49
23.58,23.30,0.59,0.49
23.59,23.30,0.59,0.49
23.59,23.30,0.59,0.49
23.59,23.30,0.59,0.49
23.59,23.30,0.59,0.49
23.59,23.30,0.59,0.49
23.60,23.30,0.59,0.49
23.60,23.30,0.59,0.49
23.60,23.30,0.59,0.49
23.60,23.30,0.59,0.49
23.60,23.30,0.59,0.49
23.61,23.30,0.59,0.49
23.61,23.30,0.59,0.49
23.61,23.30,0.59,0.49
23.61,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.62,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.63,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.64,23.30,0.59,0.49
23.65,23.30,0.59,0.49
23.65,23.30,0.59,0.49
23.65,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.66,23.30,0.59,0.49
23.67,23.30,0.59,0.49
23.67,23.30,0.59,0.49
23.67,23.30,0.59,0.49
23.67,23.30,0.59,0.49
23.68,23.30,0.59,0.49
23.68,23.30,0.59,0.49
23.68,23.30,0.59,0.49
23.68,23.30,0.59,0.49
23.68,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.69,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.70,23.30,0.59,0.49
23.71,23.30,0.59,0.49
23.71,23.30,0.59,0.49
23.71,23.30,0.59,0.49
23.71,23.30,0.59,0.49
23.72,23.30,0.59,0.49
23.72,23.30,0.59,0.49
23.72,23.30,0.59,0.49
23.72,23.30,0.59,0.49
23.73,23.30,0.59,0.49
23.73,23.30,0.59,0.49
23.73,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.74,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.75,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.76,23.30,0.59,0.49
23.77,23.30,0.59,0.49
23.77,23.30,0.59,0.49
23.77,23.30,0.59,0.49
23.77,24.28,0.62,0.62
23.77,24.28,0.62,0.62
23.78,24.28,0.62,0.62
23.78,24.28,0.62,0.62
23.78,24.28,0.62,0.62
23.78,24.28,0.62,0.62
23.79,24.28,0.62,0.62
23.79,24.28,0.62,0.62
